"","Dist","CellID"
"1",0.00266525492485401,3877
"2",0,3878
"3",0,3879
"4",0,3880
"5",0,3881
"6",0,3882
"7",0,3883
"8",0,3891
"9",0,3892
"10",0.00477539915229332,3893
"11",0.00414922720870516,3894
"12",0.00239716540760287,3895
"13",0.00127119115316634,3896
"14",0.00113770369028477,3897
"15",0.00177695818961755,3898
"16",0,3919
"17",0,3920
"18",0,3924
"19",0,3925
"20",0,3926
"21",0,3927
"22",0,3928
"23",0,3929
"24",0,3930
"25",0,3931
"26",0,3932
"27",0,3933
"28",0,3934
"29",0.0013666419850586,4580
"30",0.00174559804448689,4581
"31",0,4582
"32",0,4583
"33",0,4584
"34",0.00439086973209835,4585
"35",0.00317600720267204,4595
"36",0.00160571194370993,4596
"37",0.000984589282596487,4597
"38",0.00202946835477848,4598
"39",0.00176535784865562,4599
"40",0,4606
"41",0,4607
"42",0,4608
"43",0,4609
"44",0.00513203317119333,4616
"45",0.00726504686678494,4617
"46",0,4618
"47",0.00233930213857359,4619
"48",0.0050273267686074,4620
"49",0.00311025951274904,4621
"50",0.00218761551816383,4622
"51",0.00301808109688063,4623
"52",0,4662
"53",0.00174649631327123,4663
"54",0.00951493656221162,4664
"55",0.00295635369128488,4665
"56",0.00442764266223719,4666
"57",0.00685819167716605,4667
"58",0,4668
"59",0,4669
"60",0,4670
"61",0,4671
"62",0,4672
"63",0.00225910844257914,5288
"64",0.00171947731204678,5289
"65",0.00234346214584446,5290
"66",0.00155407786727956,5291
"67",0.00218685434846828,5302
"68",0.000952435486852878,5303
"69",0.00204986667662071,5304
"70",0.00390505593636269,5305
"71",0.00102194568557784,5306
"72",0.00322329710595253,5307
"73",0.00459631991214109,5309
"74",0.00613430596630067,5313
"75",0.00533477317084631,5314
"76",0.00599137548794817,5315
"77",0.00666363459106697,5316
"78",0.00194026432492678,5318
"79",0,5319
"80",0,5320
"81",0,5322
"82",0.00562012884211672,5323
"83",0.00663831749406765,5333
"84",0.006878760814275,5334
"85",0.0112978158322379,5391
"86",0.00483238912462119,5392
"87",0,5543
"88",0,5544
"89",0,5545
"90",0,5546
"91",0.011264238438323,5990
"92",0.0109334804759619,5991
"93",0.00823579987340223,5992
"94",0.0039257218908806,6030
"95",0.00329582066770826,6031
"96",0.00366529416617418,6032
"97",0.00456832452559751,6033
"98",0.00341118144786064,6034
"99",0.00570770318142458,6035
"100",0.0054578356495772,6036
"101",0.00645869821842707,6037
"102",0.00390805642034155,6038
"103",0.00424056867902764,6039
"104",0.00319542878488942,6055
"105",0.00495387126521856,6056
"106",0.00181807919253636,6057
"107",0,6108
"108",0,6109
"109",0,6110
"110",0.00323420311810131,6111
"111",0.00464073242195707,6113
"112",0.00132690246507527,6114
"113",0.0102966641371389,6115
"114",0.00916451542797321,6116
"115",0.00496454920879324,6272
"116",0.00566236185815565,6273
"117",0.0038465938313846,6274
"118",0.00238031474056095,6714
"119",0.00156861623280809,6715
"120",0.00190437080216222,6716
"121",0.00367119986067496,6717
"122",0.00370847052259552,6718
"123",0.00579627849927914,6722
"124",0.00625220712517267,6723
"125",0.00622135779064549,6724
"126",0.0101845187583337,6732
"127",0.00256482847079724,6733
"128",0.00232128444011448,6734
"129",0.00144903623104058,6735
"130",0.00347381774674703,6736
"131",0.00452396875601166,6744
"132",0.00226804647966238,6745
"133",0.0048301799374707,6746
"134",0.00506827655959867,6834
"135",0.00263931930463304,6835
"136",0.00426772576746935,6836
"137",0.00383861521131155,6837
"138",0.00324127427277361,6838
"139",0.00477987348326916,6942
"140",0,6943
"141",0,6944
"142",0.00284439895247115,6945
"143",0.00343418465149423,6946
"144",0.00318044579099528,6947
"145",0.0134459916513693,6985
"146",0.00402595664308991,6986
"147",0.00442628134432327,6987
"148",0.00512315567830515,6988
"149",0.00917841447188879,6990
"150",0.00546854173601397,6991
"151",0.00623794577962964,6992
"152",0.00581163571827794,6993
"153",0.00462507963658426,6994
"154",0.00348133364290369,6995
"155",0.00719538448842819,6996
"156",0.00706125099457104,6997
"157",0.00282997627960976,6998
"158",0.00443745383825337,6999
"159",0.00322135605460391,7000
"160",0.00623366575174109,7001
"161",0.00796723354472259,7002
"162",0.0102587215156965,7003
"163",0.00540188089162645,7004
"164",0.00530963012601374,7005
"165",0.00494507375453076,7006
"166",0.00658179738583457,7007
"167",0.00751484612182152,7008
"168",0.00741412469211278,7009
"169",0.0080491142530131,7010
"170",0,7043
"171",0,7044
"172",0,7045
"173",0,7046
"174",0,7047
"175",0.00461965571789436,7437
"176",0.010595540265469,7438
"177",0.00887723321561034,7470
"178",0.00767954813819687,7471
"179",0.00488607495210592,7472
"180",0.00308754272893253,7473
"181",0,7553
"182",0,7554
"183",0,7555
"184",0,7556
"185",0.00371753345058833,7557
"186",0.0016381726425724,7558
"187",0.00133077278041133,7559
"188",0.00159426378008796,7560
"189",0.00206232401296882,7661
"190",0,7662
"191",0,7663
"192",0.00115930264771292,7664
"193",0.00317920399431095,7701
"194",0.0110777390886952,7702
"195",0.00929940908962006,7703
"196",0.00597147724667937,7704
"197",0.00720809351575862,7705
"198",0.0106281695223857,7706
"199",0.00578386621070911,7707
"200",0.00541614164722248,7708
"201",0.00445152502458589,7709
"202",0.00525844735193883,7710
"203",0.0049968294579101,7711
"204",0.00541735908432936,7712
"205",0.00527833750048415,7713
"206",0.0054984447609166,7714
"207",0.0053824170225189,7715
"208",0.0058809838274223,7716
"209",0.00595519336885563,7717
"210",0.00654412814675889,7718
"211",0.00479288166946828,7719
"212",0.00512858421284786,7720
"213",0.00546231768101857,7721
"214",0.0061800711232064,7722
"215",0.00446026964877356,7723
"216",0.00651825674656897,7724
"217",0.00827371949889663,7725
"218",0.00790096868916446,7726
"219",0.00669324159832067,7727
"220",0.00425436887010303,7728
"221",0.00533109500263616,7729
"222",0.00413522406742219,7730
"223",0.00605956924815433,7731
"224",0.00608313642004996,7732
"225",0.00825937794061343,8144
"226",0.00636243125520866,8145
"227",0.00595778018748613,8146
"228",0.0063373265198598,8147
"229",0.00607418335998753,8148
"230",0.00579478987662737,8149
"231",0.00618901054270028,8150
"232",0.00427158221646815,8151
"233",0.00476158067957693,8152
"234",0.00556956080306099,8167
"235",0.00305257635732579,8175
"236",0.00671242785735124,8176
"237",0.00968994898396567,8177
"238",0.0100297392737352,8178
"239",0.00265740366495532,8182
"240",0.00317267745697058,8183
"241",0.000953745843245586,8184
"242",0.00372746479813594,8185
"243",0.00631052821293193,8186
"244",0.00691894692544059,8192
"245",0.00868745566751864,8193
"246",0.00121054461715661,8198
"247",0.00229884063436939,8199
"248",0.000719847658140722,8200
"249",0.00336140021570841,8202
"250",0.00511109988673658,8203
"251",0.00631267919827791,8204
"252",0.00709249719620791,8205
"253",0.00636482998770383,8235
"254",0,8272
"255",0,8273
"256",0,8274
"257",0.00198458861453964,8275
"258",0.00248088006317016,8276
"259",0.00481134599417257,8277
"260",0.0021405020554734,8278
"261",0.00509954864053628,8383
"262",0.00522813008555124,8384
"263",0.00356088474733561,8385
"264",0.00278222959252891,8386
"265",0.00759594978059369,8419
"266",0.00657550164861386,8420
"267",0.0105958646353041,8421
"268",0.0108995144061384,8422
"269",0.0104785088629501,8423
"270",0.00949713713803845,8424
"271",0.00985736909282315,8425
"272",0.0106465008445808,8426
"273",0.0212757061635997,8427
"274",0.0247417687577266,8428
"275",0.0215389107182627,8429
"276",0.0204684881360252,8430
"277",0.0201489968449179,8431
"278",0.0234961544548009,8432
"279",0.0227611161151001,8433
"280",0.0238647382888408,8434
"281",0.0237825290402134,8435
"282",0.01844302344092,8436
"283",0.0206733727510556,8437
"284",0.0207247911394609,8438
"285",0.0133702736637717,8439
"286",0.0117040569673172,8440
"287",0.0153811738005898,8441
"288",0.0195263785781089,8442
"289",0.0199444778455368,8443
"290",0.0200775572959547,8444
"291",0.0209133377272194,8445
"292",0.0198545209435994,8446
"293",0.0218288487285618,8447
"294",0.0219605070984187,8448
"295",0.0218910809144632,8449
"296",0.0218611224463522,8450
"297",0.0196498481832491,8451
"298",0.0215356031657231,8452
"299",0.0216230125516609,8453
"300",0.0100967316190029,8454
"301",0.0109619887939321,8455
"302",0.00954175460028277,8456
"303",0.0092334723266247,8457
"304",0.00959388625579404,8458
"305",0.012136139178908,8459
"306",0.0109075912634393,8460
"307",0.00865023470897429,8461
"308",0.00796197303078308,8463
"309",0.00748516865307618,8464
"310",0.0087290943555462,8465
"311",0.00750172476935195,8466
"312",0.00694536069204149,8467
"313",0.00714095675104753,8468
"314",0.00726082069225267,8469
"315",0.00557036011339465,8476
"316",0.00749696476788847,8477
"317",0.00796155956807308,8478
"318",0.0095348690775497,8479
"319",0.00423024010345948,8480
"320",0.0022634979387451,8500
"321",0.00360082262478875,8501
"322",0.015425929149971,8863
"323",0.0111003743011143,8864
"324",0.0104425441763844,8865
"325",0.0123582580954662,8866
"326",0.00823778471645876,8867
"327",0.0110118227452386,8868
"328",0.0119226696974009,8869
"329",0.0143025837370836,8872
"330",0.0135851485152743,8873
"331",0.0131606024631488,8874
"332",0.0131327279283454,8875
"333",0.0119397594697505,8876
"334",0.010761370625277,8877
"335",0.0100382113855955,8878
