"","Cell.ID","Value","Std.Error","p.value"
"12514","35296",3.58334672665262e-05,2.37893216779817e-06,1.54881865601563e-18
"12515","35297",2.31996898629753e-05,2.79155553653692e-06,2.07016045615379e-10
"12516","35298",2.1001449533363e-05,2.59454590841968e-06,4.13144603416215e-10
"12517","35299",2.93841002733578e-05,2.0768726256651e-06,1.40813735889497e-17
"12518","35300",5.08305679899056e-05,6.21604305095736e-06,3.16849237877934e-10
"12519","35311",0.000108044645197359,1.31133208639334e-05,2.59914373860649e-10
"12520","35312",0.000111920982020527,1.08253536122606e-05,4.11081163175599e-13
"12521","35565",0.0012688264537541,0.00014817304560336,9.29460997793846e-11
"12522","35566",0.00118272228230371,0.000115865553477184,6.05172206749822e-13
"12523","35567",0.000971237910106445,0.000106010321467884,1.43222741255572e-11
"12524","35568",0.000569380644896619,4.82111763837719e-05,6.23486396404304e-15
"12525","35569",0.000319335115898117,3.50547144038384e-05,1.68267610956244e-11
"12526","35570",0.000411848995201063,4.74387409314784e-05,6.396597295945e-11
"12527","35571",0.000280806225447126,3.4114257834217e-05,2.66604278458661e-10
"12528","35572",0.000242547146851428,3.4913851032199e-05,1.73057190301466e-08
"12529","35573",0.00023085384424925,2.74565638277438e-05,1.51925465478745e-10
"12530","35574",0.000198406439911134,2.03835588659741e-05,2.49630524219276e-12
"12531","35575",0.000169876719603413,2.00533380546973e-05,1.24300457131146e-10
"12532","35576",0.000174249960359061,1.72814047467768e-05,8.75904988712122e-13
"12533","35577",0.000207485544416624,1.88576433995612e-05,5.99759946139025e-14
"12534","35578",0.000298984652242078,3.0358975581844e-05,1.76730246183338e-12
"12535","35579",0.00030628060022573,3.15456393456762e-05,2.68825689717213e-12
"12536","35580",0.000150326148794798,1.98067469760599e-05,2.10986313316396e-09
"12537","35581",0.000121604497588798,1.1477534994507e-05,1.94264526029882e-13
"12538","35582",0.000100587392617715,8.92431995677443e-06,2.79938136051233e-14
"12539","35583",8.7469213747098e-05,7.03739475911571e-06,1.16310671195545e-15
"12540","35584",8.40802310230849e-05,4.89629060882566e-06,1.33769227276595e-20
"12541","35585",9.86872099538057e-05,6.32153460308354e-06,4.3083567675524e-19
"12542","35586",0.000137251113304832,1.2806522068425e-05,1.3624858304798e-13
"12543","35587",0.000153651850780572,1.49953270336335e-05,5.39369756210403e-13
"12544","35588",8.82998481050094e-05,8.96507197403518e-06,1.76196453307535e-12
"12545","35589",5.47634107116224e-05,6.34731437640851e-06,7.5793536443243e-11
"12546","35590",3.64421001099421e-05,3.31579213483633e-06,6.21144725161462e-14
"12547","35591",5.2712349601154e-05,5.15572367143191e-06,5.76632350969324e-13
"12548","35592",8.01247957509608e-05,4.53751880333699e-06,4.76194534482576e-21
"12549","35593",7.13115135160709e-05,3.91951973561143e-06,1.56422113668422e-21
"12550","35594",7.23760175550239e-05,6.21585045845569e-06,9.8719006048402e-15
"12551","35595",4.87261496265311e-05,7.50275653021051e-06,7.71863257387475e-08
"12552","35596",7.52135271820846e-05,8.36859519443728e-06,2.45719988219106e-11
"12553","35597",8.31908002543548e-05,9.63499051353719e-06,7.42735301147365e-11
"12554","35598",8.55425021575327e-05,1.13719593621344e-05,2.62746894417259e-09
"12555","35599",9.24314502087087e-05,1.12450297962035e-05,2.76652970535155e-10
"12556","35600",8.38374422144376e-05,9.69235194366852e-06,7.07086141788017e-11
"12557","35601",8.21590769451121e-05,1.11836139579911e-05,4.66441726456748e-09
"12558","35602",0.000118317565324816,1.54819344953417e-05,1.77803393113612e-09
"12559","35603",0.000120791145762893,1.73619398530634e-05,1.67328119476258e-08
"12560","35604",9.87139880008891e-05,1.76158962281188e-05,1.47299748374583e-06
"12561","35605",8.95170784757914e-05,1.66874178830623e-05,3.23851354528715e-06
"12562","35606",8.35721843540351e-05,1.59963448008518e-05,5.12214968496541e-06
"12563","35607",7.77710262668321e-05,1.55323476847685e-05,1.04051665646862e-05
"12564","35608",7.25241391207012e-05,1.42905111883232e-05,8.34249295576462e-06
"12565","35609",7.89088303703456e-05,1.66966646216521e-05,2.57804702969514e-05
"12566","35610",6.89955139795343e-05,1.61311560603106e-05,0.000106860919962741
"12567","35611",7.22405629792452e-05,1.67629033069983e-05,9.65705066543063e-05
"12568","35612",9.10676395806915e-05,1.81381167836551e-05,9.95058851704141e-06
"12569","35613",9.03973501128757e-05,1.63084953982486e-05,1.79954740028142e-06
"12570","35614",7.71628264860541e-05,1.4782395400952e-05,5.19880296248065e-06
"12571","35615",7.6655819723521e-05,1.59049579577268e-05,1.90805601998629e-05
"12572","35616",7.00772734254185e-05,1.47633117201246e-05,2.41236356215264e-05
"12573","35617",7.26443401719511e-05,1.72320540224591e-05,0.000129430735417739
"12574","35618",8.00020009204711e-05,2.04585623365349e-05,0.000330340491077761
"12575","35619",8.76493820551465e-05,2.08347678946901e-05,0.000133006769208214
"12576","35620",9.35340316239275e-05,2.23679325588048e-05,0.000143855824331701
"12577","35621",0.000102096181442878,2.33336656353455e-05,7.8526789553165e-05
"12578","35622",0.000108590319351934,2.40448118618366e-05,5.03591372254493e-05
"12579","35623",0.000105356777795001,2.50095818414305e-05,0.000130641260844427
"12580","35624",0.000109395675153141,2.35519347862789e-05,3.34295575256538e-05
"12581","35625",0.000105774181855362,2.14781905676354e-05,1.35879741628487e-05
"12582","35626",0.000108224923716519,2.12100644711074e-05,7.62673607578263e-06
"12583","35627",0.000114126919198453,2.16124410838255e-05,4.26199627682507e-06
"12584","35628",0.000115238902985464,2.21589014984185e-05,5.53824260649923e-06
"12585","35629",0.000164582850555148,3.13193425407335e-05,4.63505720887766e-06
"12586","35631",0.000233664431169198,5.18392469049998e-05,5.1764975010846e-05
"12587","35632",0.000197637922308464,4.25088125510199e-05,3.29554832275034e-05
"12588","35633",0.000152804241356505,3.00074803138996e-05,7.88757147929602e-06
"12589","35634",0.00013580919944376,2.60832677089401e-05,5.4273680206493e-06
"12590","35635",0.00014343076665607,2.72915023777582e-05,4.62718051149827e-06
"12591","35636",0.000146009268408422,2.90134510564935e-05,9.57995503323151e-06
"12592","35637",0.00020922030891265,4.419706537133e-05,2.51446828120194e-05
"12593","35638",0.000268162462712565,6.12674936288032e-05,7.8175953916263e-05
"12594","35639",0.000271672515485756,5.00673366655167e-05,2.64343174731425e-06
"12595","35640",0.000284587537959886,6.13473775259753e-05,3.4067533458461e-05
"12596","35641",0.000252729688517819,5.35614989030523e-05,2.6410576697131e-05
"12597","35642",0.000215957983338424,4.43023487176452e-05,1.59769486832655e-05
"12598","35643",0.000200496737412723,4.01316700689964e-05,1.0785718141394e-05
"12599","35644",0.000220593098113213,4.34979196939373e-05,8.44186144282604e-06
"12600","35645",0.000235626673264135,4.74198707435729e-05,1.17742893492046e-05
"12601","35646",0.000238140421513589,4.95328660506325e-05,1.98257701521163e-05
"12602","35647",0.000248352572706991,4.97150709844395e-05,1.0801629203408e-05
"12603","35648",0.00023719285606714,4.74146794051838e-05,1.05589011609689e-05
"12604","35649",0.000237311406234792,4.65165738097918e-05,7.64849041861502e-06
"12605","35650",0.00027371117546371,5.04321529352411e-05,2.63326372766977e-06
"12606","35651",0.000242439152295107,4.27306844742836e-05,1.16924175309698e-06
"12607","35652",0.00018669498406915,3.27657504137578e-05,1.07936406753888e-06
"12608","35653",0.000175647003664237,3.04445040172924e-05,8.52065105987831e-07
"12609","35654",0.000224643049102037,3.9233511487834e-05,9.84227861371676e-07
"12610","35655",0.000202638106320629,3.37474792377651e-05,3.91270234272704e-07
"12611","35656",0.000139935339106785,2.43733863143052e-05,9.35008888637104e-07
"12612","35657",0.000105906676712757,1.49853575062847e-05,1.1646691352646e-08
"12613","35658",8.98520670002566e-05,1.32573904550148e-05,3.02692392066977e-08
"12614","35659",9.07704869213113e-05,1.28691236060361e-05,1.21949855449011e-08
"12615","35660",0.000108338055581796,1.59030379729036e-05,2.69747570115328e-08
"12616","35661",0.000135096048950058,2.11829855918514e-05,1.13665559994602e-07
"12617","35668",0.000417484844810558,7.29192097969204e-05,9.85817640931127e-07
"12618","35669",0.000400401733700011,6.95956117447924e-05,8.98811242642099e-07
"12619","35782",0.00145005561941624,0.000474475523813532,0.00388795702622881
"12620","35783",0.00102854676542235,0.000308465713265515,0.00179393546596125
"12621","35784",0.000795028502038672,0.00022278857738573,0.000914129866761338
"12622","35785",0.000688923052335277,0.000196354075565961,0.00108845409654723
"12623","35786",0.000644655297242966,0.00018631105948675,0.00125223910026219
"12624","35787",0.00056708431927267,0.000154080369881931,0.000657804438750297
"12625","35788",0.000440256826588027,0.000134448310039532,0.00212429805081963
"12626","35789",0.000354507909420341,0.000121945078642065,0.00580289977336136
"12627","35790",0.000385948614360682,0.000132419862192682,0.00568891726153457
"12628","35791",0.000548910700071746,0.000166643181847069,0.00201143927010546
"12629","35792",0.000682259336000072,0.000199325404569376,0.00139389493103999
"12630","35793",0.000513110691837641,0.000143079468397059,0.000868115643868437
"12631","35794",0.000303271258378794,0.000103232636812473,0.00534868907159992
"12632","35795",0.000238772136356542,7.81670265970511e-05,0.00390367502755369
"12633","35796",0.000236091823096886,6.45932813481649e-05,0.000709058489448562
"12634","35797",0.000306192967271348,0.00010684930923528,0.00647510691998452
"12635","35798",0.000546392485565244,0.000175036263670216,0.00325049496980159
"12636","35802",0.000414589951935413,0.000145859537387428,0.00688334209772594
"12637","35803",0.000387442414417473,0.000135281419389235,0.00650379642188251
"12638","35804",0.00039949665243858,0.00014875137675934,0.0103210858854202
"12639","35805",0.000439186239373197,0.000166059442913161,0.0114491719500973
"12640","35806",0.000721164341352435,0.000264193739212558,0.0092225923443916
"12641","35812",0.000953074660764202,0.000387594263283528,0.0181373298918657
"12642","35813",0.000550494250641415,0.00024142308007159,0.0277361446681441
"12643","35814",0.000379611775462015,0.000168109152233505,0.0291934170975224
"12644","35815",0.000340077668808322,0.000154929161144506,0.0337392791845295
"12645","35816",0.000377066175227296,0.000166473752735794,0.0287313569147619
"12646","35817",0.000389059316182724,0.000170187260691284,0.0273604086415657
"12647","35818",0.000358586746606194,0.000170411487492641,0.0413835324272933
"12648","35819",0.000336414083034734,0.000168177961939634,0.0519556665849854
"12649","35820",0.000341382795189015,0.000170765143877296,0.0520914198654272
"12650","35821",0.000394305985189955,0.000176496188566668,0.0308581223713494
"12651","35822",0.000347454590537429,0.000150515253103341,0.0259677689287311
"12652","35823",0.000360150832197783,0.0001470056522335,0.0185390184413162
"12653","35824",0.000401014889011381,0.000170920037579709,0.0237593015775467
"12654","35825",0.000382281209251603,0.000199520540859795,0.0621883519746974
"12655","35826",0.000313993898215742,0.000236155421286248,0.190824466403313
"12656","35827",0.000320862233260515,0.000242130426316311,0.192281364997817
"12657","35828",0.000328448826992491,0.000242686414356591,0.183171348082751
"12658","35829",0.000342948913587486,0.000241948122790974,0.163728244487178
"12659","35830",0.000280838153290845,0.000221886907126347,0.212603390691467
"12660","35831",0.000259085844555681,0.000194716453087298,0.190506574213968
"12661","35832",0.000291912314506714,0.000163730612002972,0.0818342898297267
"12662","35833",0.000243621894212106,0.000138668651250212,0.0862297628842577
"12663","35834",0.0001978166496358,0.000128193701385557,0.130306652184746
"12664","35854",0.000681410030819412,0.000230522888084984,0.00509500407794659
"12665","35855",0.000445421478830631,0.000117441390910733,0.000470928665778008
"12666","35856",0.000378496120880597,9.5385940353675e-05,0.000277316085423137
"12667","35857",0.000362533473463715,9.60325697743306e-05,0.000496393557681956
"12668","35858",0.000285002673083943,7.37961794795099e-05,0.0003823902706078
"12669","35859",0.0001962152961201,5.10064802520033e-05,0.000400254468670249
"12670","35860",0.000256045652371748,6.61916733753866e-05,0.000375282776823671
"12671","35861",0.000347130926424878,0.000106087986830595,0.00213891899090517
"12672","35862",0.000285829405577273,8.52500984198225e-05,0.00170243499865984
"12673","35863",0.000242013807559599,6.74052128868169e-05,0.000857409162741881
"12674","35864",0.000211323058130366,5.93715848467008e-05,0.000939028823297767
"12675","35865",0.000211409870219512,5.93883740223165e-05,0.000937781264807898
"12676","35866",0.000245615224710013,6.47389573115048e-05,0.00046921213953125
"12677","35867",0.000266983705748572,7.15661321353782e-05,0.000566872364740602
"12678","35874",5.5334786987106e-05,2.07356991651358e-05,0.0107792573635205
"12679","35875",2.41903219937746e-05,1.30812518095901e-05,0.0714699255380846
"12680","35876",1.50591344123189e-05,8.72619657628231e-06,0.0917457531738066
"12681","35877",1.96631846500265e-05,8.6613598239432e-06,0.0283870405184196
"12682","35878",1.0618649727173e-05,6.9142484546074e-06,0.132096250226914
"12683","35879",8.07351283987528e-06,4.61045962184322e-06,0.0872245472211554
"12684","35880",1.21753883197236e-06,3.08941980548082e-06,0.695501490962767
"12685","35881",3.21036424255885e-06,3.36603810850667e-06,0.345666618591033
"12686","35882",6.95707940367859e-06,3.19016385441707e-06,0.0348502871282202
"12687","35883",8.07450435823019e-06,4.19495227012424e-06,0.0610436117332188
"12688","35884",6.50365853403065e-06,3.40767951849641e-06,0.0631726748622147
"12689","35885",4.25640040519131e-06,3.01249245025899e-06,0.165048480699785
"12690","35886",2.81318219608376e-06,3.07155978491538e-06,0.364958463017278
"12691","35887",1.70853586818964e-05,2.43209855505304e-06,1.33895701873542e-08
"12692","35888",1.95433211184295e-05,1.73051503815132e-06,2.62951158088384e-14
"12693","35889",1.35821947634817e-05,2.19888958874204e-06,2.21063457852773e-07
"12694","35891",1.21811352032262e-05,6.81709370448816e-06,0.0811804551098232
"12695","35892",2.08163422205712e-05,7.94278382247313e-06,0.0121615641082184
"12696","35893",4.21373470667394e-06,4.98251658735069e-06,0.402510332907728
"12697","35894",1.4029031239774e-05,3.62955355398211e-06,0.000378720931352511
"12698","35895",8.47477250540635e-06,3.67727896658799e-06,0.0261999709046258
"12699","35896",1.11806529734716e-05,3.25579116812845e-06,0.0013496258790218
"12700","35897",-1.4621362508551e-06,4.62611200910723e-06,0.753521177682777
"12701","35898",-2.98479548525867e-06,4.96550165234273e-06,0.550999657654827
"12702","35899",-4.41973124752839e-06,6.38409061002048e-06,0.492556517387598
"12703","35900",-2.27199083104151e-06,6.04733951135299e-06,0.70903022840747
"12704","35901",1.25156360595965e-05,4.41914036225056e-06,0.00707071527790375
"12705","35902",1.42417388329487e-05,4.48107766922038e-06,0.00278020843475983
"12706","35903",1.47151946046504e-05,3.87400571133128e-06,0.000462913526129783
"12707","35904",2.40953360995688e-05,3.81911296801212e-06,1.42592509616289e-07
"12708","35905",3.00199259159711e-05,2.82386960562292e-06,1.75078825288231e-13
"12709","35906",2.84625423061187e-05,3.1255555731189e-06,1.69956096418337e-11
"12710","35907",3.10091787090718e-05,3.012339571359e-06,4.6896224685362e-13
"12711","35908",2.55917067138748e-05,3.32386914947611e-06,1.47741064116772e-09
"12712","35909",1.40284391001791e-05,3.33846308036023e-06,0.000135010895616023
"12713","35910",6.7172742587724e-06,3.42806602946492e-06,0.0567139603504423
"12714","35911",6.78126835151155e-06,2.16135312696121e-06,0.0031111745549466
"12715","35912",1.77170651421115e-05,3.84736806667666e-06,3.79677544991489e-05
"12716","35913",2.56023688753209e-05,4.08155794040682e-06,1.60899437213747e-07
"12717","35914",4.52050953564911e-05,5.43700688770251e-06,2.04612221333813e-10
"12718","35915",4.02886980519258e-05,6.4332232075099e-06,1.66373972126307e-07
"12719","35916",4.0755719827789e-05,4.33519812687781e-06,6.85981349448277e-12
"12720","35917",4.06091647749079e-05,3.75403761258224e-06,1.02033285871268e-13
"12721","35918",4.23832522846561e-05,6.6798960321504e-06,1.26662179617588e-07
"12722","35919",4.9751385863958e-05,9.25673849163617e-06,3.13115353847783e-06
"12723","35920",5.62141625496173e-05,8.38635196706884e-06,3.87096384278086e-08
"12724","35921",5.07658505897529e-05,8.97891894779676e-06,1.24808177814128e-06
"12725","35922",3.14334666064908e-05,7.96226224700145e-06,0.000294932385968724
"12726","35923",3.21976310296812e-05,7.43825307855077e-06,9.0961923089697e-05
"12727","35924",2.90524726184205e-05,7.67081758909953e-06,0.000478474904757197
"12728","35925",2.80731512161262e-05,6.34621103155833e-06,6.74860826312983e-05
"12729","35926",2.36570749799786e-05,4.465642287345e-06,4.03155468483221e-06
"12730","35927",2.04803504933525e-05,2.57593515593482e-06,6.55874548810524e-10
"12731","35928",1.88273099434735e-05,3.52583755542401e-06,3.51007848287734e-06
"12732","35929",2.04070159300457e-05,1.51848322493882e-06,8.33123711854833e-17
"12733","35930",1.66104459858754e-05,1.47510826813375e-06,2.8848880760858e-14
"12734","35931",9.03266329650985e-06,1.74198910664615e-06,5.82240351213519e-06
"12735","35932",6.04411184987602e-06,1.80645256459614e-06,0.00173657732085051
"12736","35933",5.12973117595207e-06,1.99698718650862e-06,0.0138509076559863
"12737","35934",7.98905028551532e-06,2.05412677680537e-06,0.000352197707194663
"12738","35935",1.2218800061312e-05,2.47838712420245e-06,1.33517633634317e-05
"12739","35936",1.4202522540834e-05,2.80851868386255e-06,8.84698468618478e-06
"12740","35937",1.3756921758994e-05,1.36589171807204e-06,9.05961903441001e-13
"12741","35938",1.0911393458543e-05,1.18988001343706e-06,1.39540012026637e-11
"12742","35939",7.2509927316133e-06,7.56561770248835e-07,3.92599118202166e-12
"12743","35940",7.84556136663187e-06,1.56493907239579e-06,1.01945125064563e-05
"12744","35941",6.07436254516995e-06,8.59125556764957e-07,1.15302036494812e-08
"12745","35942",5.90434515711209e-06,1.76620268255956e-06,0.00175086625267472
"12746","35943",5.48891073129444e-06,1.42198713539621e-06,0.000384698650216084
"12747","35944",6.04345263341223e-06,1.19498141532453e-06,8.8349933165253e-06
"12748","35945",5.6415329815357e-06,1.30235425017394e-06,9.00708359050996e-05
"12749","35946",9.72615567190818e-06,1.3022218770676e-06,3.1263369848675e-09
"12750","35947",1.18982407996216e-05,1.88868015609829e-06,1.47094243857331e-07
"12751","35948",1.07515658909378e-05,1.48252013808044e-06,6.34825343581953e-09
"12752","35949",7.23062697355204e-06,1.37429404005581e-06,4.53970773459267e-06
"12753","35950",4.58165926024377e-06,1.99409338881816e-06,0.0266332412830775
"12754","35951",7.6928254627704e-06,2.26640101620316e-06,0.00151266213373145
"12755","35952",5.38808765174318e-06,8.57544106101917e-07,1.55414608294429e-07
"12756","35953",2.01225183893179e-06,7.34610511769728e-07,0.00899945389981552
"12757","35954",2.14372695247409e-06,5.49052369864072e-07,0.000336426346493427
"12758","35955",1.70763928011471e-06,7.71151771517708e-07,0.0322822461118169
"12759","35956",9.28030655954584e-07,9.76018457198785e-07,0.347128964503131
"12760","35957",3.05776409259384e-06,6.8767984799005e-07,6.27836569598967e-05
"12761","35958",3.43872368918315e-06,1.22753929705881e-06,0.00766328458288733
"12762","35959",5.48545548221421e-06,5.64725726453345e-07,2.65307155806936e-12
"12763","35960",7.10373367819508e-06,7.20330026455647e-07,1.69724682885296e-12
"12764","35961",6.25634600178266e-06,8.63324718642315e-07,6.46194998079218e-09
"12765","35962",5.26773588528639e-06,7.60120957487858e-07,1.82960151670749e-08
"12766","35963",5.52594994456695e-06,1.00826411962375e-06,2.20944005298307e-06
"12767","35964",5.94485504826527e-06,9.86074420680416e-07,3.61043154854287e-07
"12768","35965",7.13806465234163e-06,1.05635311504947e-06,3.23612189402165e-08
"12769","35966",6.28544274000321e-06,1.02722916358355e-06,2.67923755490338e-07
"12770","35967",5.78861354662234e-06,1.01852324283224e-06,1.13243385824626e-06
"12771","35968",5.00652706072203e-06,6.9492350653243e-07,7.42500504271262e-09
"12772","35969",4.62072314486557e-06,8.44786997578466e-07,2.29064649314873e-06
"12773","35970",5.03239472556262e-06,8.36112678020728e-07,3.73217208421882e-07
"12774","35971",5.28012656928038e-06,7.63603611120104e-07,1.92472864808948e-08
"12775","35972",5.73652555347919e-06,3.85712715312934e-07,2.43290993045691e-18
"12776","35973",1.09562700471737e-05,1.4593027130351e-06,2.75322007671065e-09
"12777","35974",1.36442600671828e-05,2.65344232099939e-06,6.70351384798344e-06
"12778","35975",1.38263546704189e-05,4.19402188576259e-06,0.00199587979775399
"12779","35976",1.49526132613642e-05,4.06461633022904e-06,0.000661156750684744
"12780","35977",1.61214217781869e-05,4.05597464301407e-06,0.000271726164294024
"12781","35978",1.70226655634046e-05,3.84665628551286e-06,6.71237918720927e-05
"12782","35979",1.56791323055765e-05,4.22808835303455e-06,0.000605637581682253
"12783","35980",1.5063007762851e-05,3.42996447406161e-06,7.46479709730455e-05
"12784","35981",1.56835520321384e-05,3.03223257628151e-06,6.07456964417345e-06
"12785","35982",1.51623529663788e-05,1.92486339036628e-06,8.31354259732235e-10
"12786","35983",1.24062066117044e-05,2.2849335819974e-06,2.61381175715339e-06
"12787","35984",1.02717995817669e-05,3.11039028892952e-06,0.00196384450669876
"12788","35985",1.03246109154818e-05,3.24435920023593e-06,0.00274852654151586
"12789","35986",9.25671021612411e-06,2.93296943858396e-06,0.00295567710671601
"12790","35987",7.76265184940873e-06,2.04479178684077e-06,0.000465890629338153
"12791","35988",1.03312816077447e-05,2.4337769133647e-06,0.000118149787513126
"12792","35989",1.20180231622659e-05,1.77188144499957e-06,2.97612165227508e-08
"12793","35990",5.43792676348381e-06,1.8855037371553e-06,0.0061679723618572
"12794","35991",5.06448588028038e-06,3.20670630909866e-06,0.12176048553235
"12795","35992",9.72571616328032e-06,3.39615844142637e-06,0.00650779122351576
"12796","35993",2.00771422571421e-05,5.43017745044638e-06,0.000625723179984761
"12797","35994",2.79247991302437e-05,9.63270969092489e-06,0.00592975343380316
"12798","35995",2.93232706965074e-05,1.23832999050841e-05,0.0225655106318361
"12799","35996",3.45331368663858e-05,1.23568494143247e-05,0.00779719631101298
"12800","35997",4.47068582852712e-05,1.09834837247479e-05,0.000202787295491966
"12801","35998",5.23329926176548e-05,1.23190843341253e-05,0.000116990423761275
"12802","35999",5.1705883785932e-05,1.5128174825292e-05,0.00141398348878995
"12803","36000",5.14248404076338e-05,1.79496373824193e-05,0.00648706946970062
"12804","36001",5.48457956710407e-05,1.75537360038346e-05,0.00322507134194505
"12805","36002",7.21924623450256e-05,1.52852798815202e-05,2.60312779657525e-05
"12806","36003",7.55589966352575e-05,1.38096942474438e-05,2.27744847269832e-06
"12807","36004",6.71886964040875e-05,1.41697961495666e-05,2.45167269267372e-05
"12808","36005",7.16379108422343e-05,1.25001031799347e-05,9.6748865906418e-07
"12809","36006",7.58643378330172e-05,1.26683711956847e-05,4.12644637665969e-07
"12810","36007",6.99979548010011e-05,1.43000120818022e-05,1.4961569891148e-05
"12811","36008",6.98327998768322e-05,1.28245811955218e-05,2.48260323579459e-06
"12812","36009",5.36456992997552e-05,7.19580011205815e-06,3.26977120000857e-09
"12813","36010",3.3416711018056e-05,3.4663358183028e-06,3.31028053632643e-12
"12814","36011",2.6395273500732e-05,3.82576809192722e-06,2.02501146792397e-08
"12815","36012",2.8222139272836e-05,3.41174500197198e-06,2.34125820943778e-10
"12816","36013",2.55923738956722e-05,2.25343799376902e-06,2.19809083310969e-14
"12817","36014",2.42409092601777e-05,2.25503740351248e-06,1.24070138976701e-13
"12818","36015",3.19803686648103e-05,2.41749910887226e-06,1.42806237660935e-16
"12819","36016",3.56203859913724e-05,3.47841404439597e-06,5.49403384938356e-13
"12820","36017",4.11407207333354e-05,4.59789818529895e-06,2.78184160724389e-11
"12821","36018",3.93315556028142e-05,5.93485185014864e-06,4.97400015523775e-08
"12822","36019",3.18991134762897e-05,2.43301048479749e-06,1.93525499602864e-16
"12823","36020",2.44230434535177e-05,1.60346176822776e-06,1.04151627984504e-18
"12824","36021",2.2853706350481e-05,1.52873729099201e-06,2.02628077791946e-18
"12825","36022",3.92339596273058e-05,2.88865072188201e-06,5.79319202852977e-17
"12826","36023",5.69625639934941e-05,5.10676623121315e-06,3.89567839088978e-14
"12827","36034",0.000122585526828935,1.96405735809535e-05,1.78457487277724e-07
"12828","36035",0.000105014879843411,1.52120186849007e-05,1.99798737732778e-08
"12829","36036",8.81612179671128e-05,9.35567516659061e-06,6.41005670822053e-12
"12830","36037",9.91432770399901e-05,1.1042117300286e-05,2.52653481949491e-11
"12831","36038",0.000123653989675081,1.21973745799907e-05,7.44585597360447e-13
"12832","36040",0.000115965415307306,1.75401313813238e-05,5.24057775052047e-08
"12833","36287",0.00111100431063113,0.000146015886389595,1.98253022568024e-09
"12834","36288",0.000970256661516071,9.76213807894154e-05,1.34655286585124e-12
"12835","36289",0.000757231325629406,8.83107031861088e-05,8.96351575672136e-11
"12836","36290",0.000433137754475965,3.86282486449262e-05,3.29941151390074e-14
"12837","36291",0.000287884715211837,2.89926288334559e-05,1.38496129144583e-12
"12838","36292",0.000270020747256857,2.97939351621138e-05,1.94450969739342e-11
"12839","36293",0.000246504681918786,2.78509319957614e-05,3.76354892619725e-11
"12840","36294",0.000209296583947464,2.67257424631165e-05,9.63974849277237e-10
"12841","36295",0.000197345694714295,2.34944777248826e-05,1.55984008778453e-10
"12842","36296",0.000172125868097876,1.70677729054717e-05,8.7134055800476e-13
"12843","36297",0.000152422458594944,1.59931706764566e-05,4.62201951969114e-12
"12844","36298",0.00015574943818704,1.25616608866155e-05,1.26167663782524e-15
"12845","36299",0.000174817854734178,1.34212072562666e-05,2.41555902023093e-16
"12846","36300",0.000217615959705425,1.71116206476952e-05,5.410911944216e-16
"12847","36301",0.000255060878702351,2.08800166031992e-05,2.06489855286479e-15
"12848","36302",0.000277250431462105,2.30972256036121e-05,3.66978695467152e-15
"12849","36303",0.000223232612352036,2.12436933212244e-05,2.50199501113122e-13
"12850","36304",0.000157279865440483,1.44675543371595e-05,8.74163992057413e-14
"12851","36305",0.000129888726227634,1.01955180284377e-05,5.10138366142108e-16
"12852","36306",0.00012279205340405,7.83627997460838e-06,3.76657034979274e-19
"12853","36307",0.000109036056949615,6.60838249611528e-06,5.79636809462106e-20
"12854","36308",0.000138945556828253,8.49258843144621e-06,7.88905805411702e-20
"12855","36309",0.000154836226834085,1.56552328965575e-05,1.5576162813284e-12
"12856","36310",0.000120716697644022,1.08776379890815e-05,4.57552383039929e-14
"12857","36311",7.56916629366363e-05,7.17248212437095e-06,2.19494602773793e-13
"12858","36312",4.63319852848426e-05,4.15037561072142e-06,3.79759871772574e-14
"12859","36313",4.77759429401404e-05,5.34058809940216e-06,2.79837764598504e-11
"12860","36314",6.75802968273636e-05,5.00893180289366e-06,7.28195527664827e-17
"12861","36315",7.25779291321291e-05,3.7071370618175e-06,9.8854800613834e-23
"12862","36316",7.17988652694413e-05,3.8702766519307e-06,7.54801986538803e-22
"12863","36317",6.70816216288101e-05,6.90360364102881e-06,2.62585044425006e-12
"12864","36318",7.2427878570875e-05,5.82053058813762e-06,1.11945750975024e-15
"12865","36319",8.38515679489838e-05,8.96473424602127e-06,7.93740140234380e-12
"12866","36320",9.12311278884626e-05,9.39792309373535e-06,2.70081813446624e-12
"12867","36321",0.000110490798180548,1.06319851260373e-05,3.51257635565072e-13
"12868","36322",0.000126380056578778,1.16446284276806e-05,9.20939555722293e-14
"12869","36323",0.000119570972518873,1.32725991744651e-05,2.30000261818777e-11
"12870","36324",0.000150920656232688,1.85403290093328e-05,3.56899310979838e-10
"12871","36325",0.00016479693583335,1.84127509799392e-05,2.76087062113048e-11
"12872","36326",0.000137484797455375,1.61192800164399e-05,1.03464015730905e-10
"12873","36327",0.000112806183502032,1.68918633728892e-05,4.20324462367234e-08
"12874","36328",9.72311742442398e-05,1.6471009783618e-05,5.4736200800423e-07
"12875","36329",8.90232125357756e-05,1.59292252675317e-05,1.5477955635416e-06
"12876","36330",8.20211623908493e-05,1.67006238232523e-05,1.41930064803835e-05
"12877","36331",8.25106958239627e-05,1.90922918749809e-05,9.29727902373609e-05
"12878","36332",8.8723654371786e-05,2.09216257771013e-05,0.000119703795513366
"12879","36333",8.64015721244815e-05,2.03776220786948e-05,0.000119980178743328
